,activity_id,assay_chembl_id,bao_endpoint,bao_format,bao_label,canonical_smiles,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,relation,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id
1542,11009461,CHEMBL2090652,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](N)C(=O)OC[C@H](O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1.Cl,CHEMBL2089036,CHEMBL2109761,6.75,0,=,1,=,,IC50,nM,,180.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1543,11023907,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2[nH]c3ccc(Br)cc3c12,CHEMBL2088657,CHEMBL2088657,,0,,0,,,IC50,,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1544,11023908,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2[nH]c3ccc(F)cc3c12,CHEMBL2088658,CHEMBL2088658,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1545,11023909,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2[nH]c3c(=O)[nH]nc(C)c3c2c1,CHEMBL2088659,CHEMBL2088659,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1546,11023910,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc([N+](=O)[O-])cc1,CHEMBL2088660,CHEMBL2088660,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1547,11023911,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc([N+](=O)[O-])c1,CHEMBL2088661,CHEMBL2088661,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1548,11023912,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc(C#N)cc1,CHEMBL2088662,CHEMBL2088662,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1549,11023913,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc(C#N)c1,CHEMBL2088663,CHEMBL2088663,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1550,11023914,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)cc1,CHEMBL2088664,CHEMBL2088664,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1551,11023915,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1cccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)c1,CHEMBL2088665,CHEMBL2088665,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1552,11023916,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc([N+](=O)[O-])cc1,CHEMBL2088666,CHEMBL2088666,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1553,11023917,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc([N+](=O)[O-])c1,CHEMBL2088667,CHEMBL2088667,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1554,11023918,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc(C#N)cc1,CHEMBL2088668,CHEMBL2088668,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1555,11023919,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc(C#N)c1,CHEMBL2088669,CHEMBL2088669,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1556,11023920,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)cc1,CHEMBL2088670,CHEMBL2088670,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1557,11023921,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1cccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)c1,CHEMBL2088671,CHEMBL2088671,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1558,11023922,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc([N+](=O)[O-])cc1,CHEMBL2088672,CHEMBL2088672,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1559,11023923,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc([N+](=O)[O-])c1,CHEMBL2088673,CHEMBL2088673,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1560,11023924,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc(C#N)cc1,CHEMBL2088674,CHEMBL2088674,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1561,11023925,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc(C#N)c1,CHEMBL2088675,CHEMBL2088675,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1562,11023926,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)cc1,CHEMBL2088676,CHEMBL2088676,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1563,11023927,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,COc1cccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)c1,CHEMBL2088677,CHEMBL2088677,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1564,11023928,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,CHEMBL573339,CHEMBL573339,,0,,0,,,IC50,,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1565,11023929,CHEMBL2090596,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,CHEMBL14762,6.70,1,=,1,=,,IC50,nM,,200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1566,12046259,CHEMBL2156496,BAO_0000201,BAO_0000223,protein complex format,CC(C)(O)C1CCN(Cc2ccc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3n2)CC1,CHEMBL2152768,CHEMBL2152768,,0,=,1,=,,Inhibition,%,,-0.5,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1567,12046260,CHEMBL2156497,BAO_0000201,BAO_0000223,protein complex format,CC(C)(O)C1CCN(Cc2ccc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3n2)CC1,CHEMBL2152768,CHEMBL2152768,,0,=,1,=,,Inhibition,%,,9.8,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1568,12056641,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1OC,CHEMBL2153517,CHEMBL2153517,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1569,12056642,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1,CHEMBL2153516,CHEMBL2153516,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1570,12056643,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1OC,CHEMBL2153515,CHEMBL2153515,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1571,12056644,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1,CHEMBL2153412,CHEMBL2153412,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1572,12056645,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc(Nc2ncnc3c2sc2ccccc23)cc1,CHEMBL2153411,CHEMBL2153411,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1573,12056646,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1sc1ccccc12,CHEMBL1836358,CHEMBL1836358,5.28,0,=,1,=,,IC50,nM,,5200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1574,12056647,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,CHEMBL2153518,CHEMBL2153518,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1575,12056648,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,CHEMBL2153519,CHEMBL2153519,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1576,12056649,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ccccc12,CHEMBL2153520,CHEMBL2153520,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1577,12056650,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ccccc23)ccc1O,CHEMBL2153521,CHEMBL2153521,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1578,12056651,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1sc1ncccc12,CHEMBL457313,CHEMBL457313,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1579,12056652,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc(Nc2ncnc3c2sc2ncccc23)cc1,CHEMBL2153522,CHEMBL2153522,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1580,12056653,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1,CHEMBL2153523,CHEMBL2153523,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1581,12056654,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1OC,CHEMBL2153524,CHEMBL2153524,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1582,12056655,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1,CHEMBL2153525,CHEMBL2153525,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1583,12056656,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1OC,CHEMBL2153526,CHEMBL2153526,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1584,12056657,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2sc3c(Nc4ccc5c(c4)OCO5)ncnc3c2c1,CHEMBL2153527,CHEMBL2153527,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1585,12056658,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2sc3c(Nc4ccc5c(c4)OCCO5)ncnc3c2c1,CHEMBL2153528,CHEMBL2153528,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1586,12056659,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ncccc12,CHEMBL2153529,CHEMBL2153529,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1587,12056660,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ncccc23)ccc1O,CHEMBL2153530,CHEMBL2153530,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1588,12056661,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1sc1cccnc12,CHEMBL2153531,CHEMBL2153531,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1589,12056662,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc(Nc2ncnc3c2sc2cccnc23)cc1,CHEMBL2153532,CHEMBL2153532,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1590,12056663,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1,CHEMBL2153533,CHEMBL2153533,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1591,12056664,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1OC,CHEMBL2153534,CHEMBL2153534,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1592,12056665,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1,CHEMBL2153535,CHEMBL2153535,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1593,12056666,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1OC,CHEMBL2153536,CHEMBL2153536,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1594,12056667,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,CHEMBL2153537,CHEMBL2153537,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1595,12056668,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,CHEMBL2153538,CHEMBL2153538,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1596,12056669,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Fc1cc(Br)ccc1Nc1ncnc2c1sc1cccnc12,CHEMBL2153539,CHEMBL2153539,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1597,12056670,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2cccnc23)ccc1O,CHEMBL2153540,CHEMBL2153540,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1598,12056671,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1sc1nccnc12,CHEMBL2153541,CHEMBL2153541,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1599,12056672,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1ccc(Nc2ncnc3c2sc2nccnc23)cc1,CHEMBL2153542,CHEMBL2153542,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1600,12056673,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1,CHEMBL2153543,CHEMBL2153543,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1601,12056674,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1OC,CHEMBL2153544,CHEMBL2153544,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1602,12056675,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1,CHEMBL2153545,CHEMBL2153545,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1603,12056676,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1OC,CHEMBL2153546,CHEMBL2153546,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1604,12056677,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,CHEMBL2153547,CHEMBL2153547,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1605,12056678,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,CHEMBL2153548,CHEMBL2153548,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1606,12056679,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,Fc1cc(Br)ccc1Nc1ncnc2c1sc1nccnc12,CHEMBL2153549,CHEMBL2153549,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1607,12056680,CHEMBL2155333,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2nccnc23)ccc1O,CHEMBL2153550,CHEMBL2153550,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1608,12060573,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1,CHEMBL230194,CHEMBL230194,4.16,0,=,1,=,,IC50,nM,,70000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1609,12060574,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3ccco3)nccc2[nH]1,CHEMBL2153260,CHEMBL2153260,4.47,0,=,1,=,,IC50,nM,,34000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1610,12060575,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3cccs3)nccc2[nH]1,CHEMBL2153261,CHEMBL2153261,4.37,0,=,1,=,,IC50,nM,,43000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1611,12060576,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3ccsc3)nccc2[nH]1,CHEMBL2153263,CHEMBL2153263,4.96,0,=,1,=,,IC50,nM,,11000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1612,12060577,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3ccccn3)nccc2[nH]1,CHEMBL2153264,CHEMBL2153264,5.22,0,=,1,=,,IC50,nM,,6000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1613,12060578,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3cccnc3)nccc2[nH]1,CHEMBL2153265,CHEMBL2153265,4.22,0,=,1,=,,IC50,nM,,60000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1614,12060579,CHEMBL2154996,BAO_0000190,BAO_0000223,protein complex format,Nc1nc2c(-c3ccccc3)nccc2[nH]1,CHEMBL2153267,CHEMBL2153267,4.40,0,=,1,=,,IC50,nM,,40000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1615,12060580,CHEMBL2154997,BAO_0000201,BAO_0000223,protein complex format,Nc1nc2ccnc(-c3cc(Br)c(Br)[nH]3)c2[nH]1,CHEMBL230806,CHEMBL230806,,0,,0,,,Inhibition,%,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1616,12060581,CHEMBL2154997,BAO_0000201,BAO_0000223,protein complex format,Nc1nc2c(-c3ccoc3)nccc2[nH]1,CHEMBL2153262,CHEMBL2153262,,0,,0,,,Inhibition,%,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1617,12060582,CHEMBL2154997,BAO_0000201,BAO_0000223,protein complex format,Nc1nc2c(-c3cnc4ccccc4c3)nccc2[nH]1,CHEMBL2153266,CHEMBL2153266,,0,,0,,,Inhibition,%,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1618,12060583,CHEMBL2154997,BAO_0000201,BAO_0000223,protein complex format,Nc1nc2ccnc(-c3c[nH]c4ccccc34)c2[nH]1,CHEMBL575945,CHEMBL575945,,0,,0,,,Inhibition,%,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1619,12070723,CHEMBL2161393,BAO_0000201,BAO_0000223,protein complex format,CC(=O)n1nc(NC(=O)c2ccccc2)c2c1CN(C(=O)c1ccccc1)C2,CHEMBL2160091,CHEMBL2160091,,0,=,1,=,,Inhibition,%,,72.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1620,12074669,CHEMBL2161231,BAO_0000201,BAO_0000223,protein complex format,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,CHEMBL1908842,CHEMBL1908842,,0,<,1,<,,Inhibition,%,,50.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1621,12081904,CHEMBL2166768,BAO_0000192,BAO_0000223,protein complex format,Oc1cnc2oc3c4ccccc4c(O)cc3c2c1-c1ccccc1,CHEMBL2163771,CHEMBL2163771,7.16,0,=,1,=,,Ki,nM,,70.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1622,12081905,CHEMBL2166768,BAO_0000192,BAO_0000223,protein complex format,Oc1cc2c(oc3ncc(OCc4ccccc4)c(-c4ccccc4)c32)c2ccccc12,CHEMBL2163770,CHEMBL2163770,5.68,1,=,1,=,,Ki,nM,,2100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1623,12081906,CHEMBL2166768,BAO_0000192,BAO_0000223,protein complex format,Cc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2cc1O,CHEMBL2163769,CHEMBL2163769,4.60,1,=,1,=,,Ki,nM,,25300.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
1624,12081907,CHEMBL2166768,BAO_0000192,BAO_0000223,protein complex format,COc1ccc2oc3ncc(O)c(-c4ccccc4)c3c2c1,CHEMBL2163768,CHEMBL2163768,,0,>,1,>,,Ki,nM,,1000000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
